name,booth,type,description,url,address,categories,email,phone,linkedin,twitter
Sprinto Inc,S-2437,Exhibitor,"<b><font color=""#a6ce39"">First-Time Exhibitor</font></b><br>Sprinto is the first AI-native GRC platform that turns compliance and risk into a competitive advantage. Trusted by 3000+ customers across 75 countries, it helps organizations stay audit-ready, manage real time risks and scale with 300+ integrations.",https://sprinto.com/,"440 N. Barranca Ave. #9840 Covina, CA 91723 USA","Governance, Risk, and Compliance (GRC)",siddhants@sprinto.com,+91 9873983277,https://www.linkedin.com/company/sprinto-com/,https://x.com/sprintoHQ
Sprocket Security,S-3128,Exhibitor,Sprocket Security's Offensive Security Platform continuously validates businesses’ security postures using a hybrid approach of human and automation penetration testing. We test your attack surfaces year-round and offer unlimited retests.,https://www.sprocketsecurity.com/,821 E Washington Ave Suite 200 Madison WI 53703 USA,Attack Surface Management,,,https://www.linkedin.com/company/sprocket-security,https://x.com/SprocketSec
SpyCloud,S-3338,Exhibitor,"SpyCloud protects businesses from stolen identity data fueling attacks. Our AI-driven solutions prevent ransomware & account takeover, safeguard identities, detect insider threats, and accelerate investigations. spycloud.com",www.spycloud.com,2130 South Congress Ave Austin TX 78704 USA,Threat Intelligence Platforms; Incident Response Platforms; SIEM / SOAR; Threat Intelligence Platform; Security Operations; Threat Detection and Intelligence,,,https://www.linkedin.com/company/spycloud,
SSNC,S-1755,International Pavilion - Korea,"SSNC has been provided security operation and management solution to enterprise and public entity. We aim to enhance threat informed defense for protection data, people & facility with our next generation platform and clustered AI in cyber security.",https://en.ssnc.co.kr/,"C-1114-1119, 43 Iljik-ro Gwangmyeong-si Gyeonggi-do 14353 Korea",Cloud Security; Security Operations,,,https://www.linkedin.com/company/ssnc/,
Steg.AI,N-4200,Exhibitor,"Forensic watermarking for provenance, content leak protection, and deepfake security. Protect videos, images, documents, and audio from misuse.",https://steg.ai/,5270 California Ave Ste 350 Irvine CA 92617 USA,Data Security; Data Loss Prevention (DLP); Data Encryption / Tokenization; Data Centric Security; DLP; Digital Forensics and Incident Response (DFIR); Security Operations,,,https://www.linkedin.com/company/stegai-forensic-watermarking,https://x.com/steg_ai
Stellar Cyber,S-0327,Exhibitor,"Stellar Cyber’s award-winning AI-driven platform empowers MSSPs and lean teams to See More, Know More, Act Faster. Our open SecOps platform unifies SIEM, NDR & response with Multi-Layer AI™ to boost productivity 80%+, cut false positives 90%.",https://stellarcyber.ai,2590 N First St Suite 360 San Jose CA 95131 USA,"Threat Intelligence Platforms; User and Entity Behavior Analytics (UEBA); Security Information and Event Management (SIEM); Security Orchestration, Automation, and Response (SOAR); Incident Response Platforms; Security Analytics; Security Incident Response; SIEM / SOAR; Threat Intelligence Platform; Threat Intelligence Services & Feed; Anomaly Detection; Security Operations; Threat Detection and Intelligence",,,,
"Storagean, Inc.",S-1755,International Pavilion - Korea,"Storagean provides a hardware-assisted cybersecurity solution that physically separates internal and external networks on a single PC. Through event-driven control and hardware signaling, it prevents network bridging beyond software-only isolation.",www.SecuXpert.com,"#A03, 3F, 10, Chungmin-ro Songpa-gu Seoul 5840 Korea",Endpoint Security; Device Control / USB Protection; Host-Based Firewall,,,,
Straiker,ESE-10,Early Stage Expo,"Straiker delivers real-time protection for agentic AI applications using proprietary models trained by its AI Security Research Team. Founded by AI and cybersecurity veterans, backed by top-tier investors, Straiker reasons across every layer to ensure complete security.",https://www.straiker.ai/,157 S. Murphy Ave. Sunnyvale CA 94086 USA,Security for AI,,,https://www.linkedin.com/company/straikerai/,https://x.com/straikerai
Stream.Security,N-5153,Exhibitor,"Stream.Security is an AI Detection and Response platform purpose-built for the cloud. Stream's CloudTwin™, a live, stateful model of your cloud, powers accurate, risk-based detection, AI triage, and impact-aware response.",stream.security,"Tuval 40, Floor 22 Ramat Gan 5252247 Israel",Cloud Security; Incident Response Platforms; SIEM / SOAR; Security Operations,,,https://www.linkedin.com/company/streamsecurity/?,
Strike,S-1467,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>Strike is a CTEM platform that runs continuous Threat Emulations over your attack surface to detect anomalies before they can get vulnerated.",https://strike.sh,848 Brickell Avenue st 600 Miami FL 33131 USA,Application Security; API Security; Application Security Posture Management (ASPM); Dynamic Application Security Testing (DAST),,,https://www.linkedin.com/company/strike-sh/,
StrongestLayer,ESE-37,Early Stage Expo,StrongestLayer stops AI-generated threats legacy solutions miss. Our email security platform uses LLM-native detection for novel attacks while empowering employees with in-inbox coaching. Deploy in minutes via API with minimal false positives.,www.strongestlayer.com,95 3rd Street 2nd Floor San Francisco CA 94103 USA,Security for AI,,613-799-9794,https://www.linkedin.com/company/strongestlayer/,https://x.com/strongestlayer
StrongKeep,S-1945,International Pavilion - Singapore,"StrongKeep reimagines cybersecurity for SMBs without security teams. Our all-in-one platform bundles endpoint protection, employee training, and guided compliance so businesses can meet requirements quickly without enterprise complexity.",https://www.StrongKeep.com,7 High Street #02-13 High Street Plaza Singapore 179433 SG,"Human Risk and Awareness; Governance, Risk, and Compliance (GRC)",,,https://sg.linkedin.com/company/strongkeep,
Sublime Security,S-1735,Exhibitor,"Sublime stops more email attacks with less work. Our agentic platform protects, adapts, and responds in real-time—without vendor bottlenecks.",https://sublime.security,712 H St NE PMB 14 Washington DC 20002 USA,Email Security,,,https://www.linkedin.com/company/sublime-security,https://x.com/sublime_sec
Sumo Logic,"MRN-623, N-6465",Silver,"Sumo Logic makes the digital world secure, fast, and reliable by turning insights into action.",www.sumologic.com,855 Main Street Suite #100 Redwood City CA 94063 USA,"Cloud Security; Cloud Infrastructure Entitlement Management (CIEM); Security Information and Event Management (SIEM); Security Orchestration, Automation, and Response (SOAR); Governance and Compliance; Security Analytics; Security Incident Response; Container and Kubernetes Security; Serverless Security; Security Operations",,,https://www.linkedin.com/company/sumo-logic,https://x.com/SumoLogic
SurePath AI,N-6553,Exhibitor,"SurePath AI is a SaaS platform that governs any GenAI solutions you build, adopt, or buy, even Shadow AI. It secures both public and private models, detects usage, mitigates risks, and controls data access—all within your existing security framework.",surepath.ai,"2590 Welton St Suite 200, #1166 Denver CO 80205 USA","Security for AI; Governance, Risk, and Compliance (GRC)",,,https://www.linkedin.com/company/surepath,https://x.com/SurePathAI
Swimlane,S-1957,Exhibitor,The leader in agentic AI automation for every security function.,https://swimlane.com/,999 18th Street Suite 2201 N Denver CO 80202 USA,"Security Orchestration, Automation, and Response (SOAR); Security Incident Response; Security Operations; Governance, Risk, and Compliance (GRC)",,,https://www.linkedin.com/company/swimlane/,https://x.com/swimlane?lang=en
Swissbit,N-6565,Exhibitor,"Swissbit is shaping a world where data and identities can be trusted, enabling true digital sovereignty. With hardware-based security products for authentication (FIDO), data and device protection, Swissbit empowers zero-trust architectures.",www.swissbit.com,Industriestrasse 4 9552 Bronschhofen Switzerland,Data Security; Identity and Access Management (IAM); Data Encryption / Tokenization; Multi-Factor Authentication (MFA); DLP; IDaas,,,https://www.linkedin.com/company/swissbit-ag,
Sygnia,S-1765,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>Sygnia is the foremost global incident response and cyber readiness team, applying creative approaches and battle-tested solutions to help organizations beat attackers and stay secure, continuously.",www.sygnia.co,488 Madison Avenue 11th Floor New York NY 10022 USA,Monitoring and Observability; Threat Detection and Intelligence,,972545890210,linkedin.com/company/sygnia/,
"Symphion, Inc.",S-1167,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>Symphion is the world leader in print fleet cyber hygiene, protecting real world fleets from over 30,000 down to 300 printers. Our Print Fleet Cyber Security as a Service™ (PFCSAAS), protects printer endpoints across all makes, models, and firmware.",https://symphion.com/,5910 N. Central Expwy Suite 725 Dallas TX 75206 USA,"Endpoint Security; Endpoint Protection Platform (EPP); Managed Detection and Response (MDR); OT, Physical and IoT Security",,,https://www.linkedin.com/company/symphion/,https://x.com/SymphionSecure
Synqly,S-3130,Exhibitor,"<b><font color=""#a6ce39"">First-Time Exhibitor</font></b><br>Synqly, The Connected Platform for Security, IT, and AI, streamlines integrations for OEMs and enterprises with data orchestration and normalization to ensure scalable, secure connectivity.",www.synqly.com,1575 Newport Avenue San Jose CA 95125 USA,,,,,
Syteca,S-1555,Exhibitor,"Syteca is redefining how organizations secure privileged access by unifying granular PAM, full session visibility, and built-in Identity Threat Detection and Response (ITDR) into one lightweight solution.",https://www.syteca.com/en,60 Kendrick St. Suite 201 Needham MA 02494 USA,Identity and Access Management (IAM); Multi-Factor Authentication (MFA); Privileged Access Management (PAM); Password Managers; IDaas; Identity Governance and Administration; Privileged Management; Just-in-Time Access (JIT); Human Risk and Awareness,,,https://www.linkedin.com/company/syteca/,https://x.com/SytecaPlatform
Tailscale,N-4608,Exhibitor,The secure connectivity platform for modern development teams,www.tailscale.com,447 Sutter Street 405 #543 San Francisco CA 94108 USA,Identity and Access Management (IAM); Identity Governance and Administration (IGA); Single Sign-On (SSO); Multi-Factor Authentication (MFA); Privileged Access Management (PAM); Password Managers; Authentication; Consumer Identity; IDaas; Identity Governance and Administration; Privileged Management; Identity Federation; Just-in-Time Access (JIT); Network Security,,,https://www.linkedin.com/company/tailscale/,https://x.com/Tailscale
TeamT5,S-1561,International Pavilion - Taiwan,"Established in Taiwan, we harness our geographical and cultural strengths to deliver unparalleled Asia Pacific intelligence. Our unique intelligence-driven solutions empower enterprises to strengthen cybersecurity against threats with precision.",https://teamt5.org/en/,15F. No. 46 Lane 11 Guangfu N. Rd. Songshan Dist. Taipei City 105 Taiwan,Threat Intelligence Platforms; Endpoint Detection & Response; Threat Intelligence Platform; Endpoint Security; Endpoint Detection and Response (EDR); Threat Hunting Tools; Threat Detection and Intelligence,,,https://www.linkedin.com/company/teamt5/,https://x.com/TeamT5_Official
Tego AI,ESE-44,Early Stage Expo,"Tego AI is where autonomy meets security. We secure AI agents by verifying identity and understanding purpose and intent, enabling safe autonomy through precise, just-in-time access to organizational resources, while ensuring full visibility and control over every agent and every action.",https://tego.ai,2114 N Flamingo Road #899 Pembroke Pines FL 33028 USA,Security for AI,,,https://www.linkedin.com/company/tego-ai/,https://x.com/Tego_AI
Teleport,S-3111,Exhibitor,"Teleport, the AI Infrastructure Identity Company, establishes a unified identity layer for infrastructure — humans, machines, workloads, and AI agents — secured cryptographically.",goteleport.com,2100 Franklin St Oakland CA 94612 USA,"Identity and Access Management (IAM); Identity Governance and Administration (IGA); Single Sign-On (SSO); Privileged Access Management (PAM); Authentication; Consumer Identity; Identity Governance and Administration; Biometric Authentication; Just-in-Time Access (JIT); Governance, Risk, and Compliance (GRC)",,,https://www.linkedin.com/company/go-teleport/,https://x.com/goteleport
Tenable,"MRN-602, N-6155",Platinum Plus,"Tenable® is the exposure management company, exposing and closing the cybersecurity gaps that erode business value, reputation and trust. Tenable reduces business risk for over 40,000 customers around the globe. Learn more at tenable.com.",www.tenable.com,"6100 Merriweather Drive, 12th Floor Columbia MD 21044 USA","Cloud Security; Cloud Security Posture Management (CSPM); CASB; Cloud Workload Protection Platform (CWPP); Cloud Infrastructure; OT, Physical and IoT Security",,,https://www.linkedin.com/company/tenableinc/,https://x.com/TenableSecurity
Teramind,"MRN-438, N-5445",Diamond,"As a global leader in user behavior analytics, insider risk management, and workforce intelligence, Teramind empowers businesses with complete visibility across digital environments. Teramind's Predictive Edge, powered by brAIn, delivers AI-driven insights that proactively prevent insider threats, ensure compliance, and enhance performance while respecting privacy. Trusted by thousands of organizations worldwide, Teramind helps businesses operate with clarity and thrive in a digital world.",https://www.teramind.co/,525 Randall Ave Cheyenne WY 82001 USA,Cloud Security; Risk Management and Compliance; Managed Security Services; Security Operations and Incident Response; Cloud Security Posture Management (CSPM); Privacy Compliance; Traditional MSSP; Advanced MSS / MDR; Incident Response Platforms; CASB; SIEM / SOAR; Endpoint Security; Digital Forensics and Incident Response (DFIR); Device Control / USB Protection; Endpoint Protection Platform (EPP); Human Risk and Awareness; Monitoring and Observability; Privacy; Security for AI; Threat Detection and Intelligence,,,linkedin.com/company/teramindco/,https://x.com/teramindco
TestifySec,NXT-01,Next Stage,"TestifySec — AI-powered compliance automation. Co-authors of NIST SP 800-204D and creators of witness.dev, the industry-standard attestation framework.",www.testifysec.com,254 Lake Shore South Dr. Jasper AL 35504 USA,Risk Management and Compliance; GRC,,,https://www.linkedin.com/company/testifysec,
Thales,"N-6265, MRN-702",Silver,"Thales, a global leader in cybersecurity, helps organizations protect critical applications, data, identities, and software. Security for what matters most.",https://cpl.thalesgroup.com/,9442 Capital of Texas Hwy N. Arboretum Plaza II Suite 400 Austin TX 78759 USA,Application Security; Cloud Security; Data Security; Identity and Access Management (IAM); API Security; Cloud Security Posture Management (CSPM); Cloud Infrastructure Entitlement Management (CIEM); Data Encryption / Tokenization; Data Classification; Data Masking / Obfuscation; Single Sign-On (SSO); Multi-Factor Authentication (MFA); Password Managers; CASB; Consumer Identity; Data Privacy; DLP; Encryption; Governance and Compliance; IDaas; Privileged Management; Application Security Posture Management (ASPM); Web Application Firewalls (WAF); Biometric Authentication; Post Quantum Cryptography; Secure File Transfer; Cloud Data Security; SaaS Security Posture Management (SSPM); Security for AI; Threat Detection and Intelligence,,,https://www.linkedin.com/company/thalescloudsec,https://www.twitter.com/ThalesCloudSec
The Optro Launchpad,North Street Level Lobby,Sponsored Experience,"Optro’s Launchpad is ready to take you to the Connected Risk Universe! Blast the asteroids in our game, Risk Universe Run. Then collect your pin and bring it to the Optro Space Station (Booth #S-1749) to complete your flight kit.",auditboard.com,"222 N. Pacific Coast Hwy. Floor 10, Office 10-149 El Segundo, CA 90245 USA",North Street Level Lobby; Moscone North,,877-769-5444,,
Thinkst Canary,N-6445,Bronze,"Most companies discover they've been breached way too late. Thinkst Canary fixes this: just 2 minutes of setup; no ongoing overhead; nearly 0 false positives, and you can detect attackers long before they dig in.",https://canary.tools/,Unit L6 5 Howe Street Observatory Cape Town 7925 South Africa,Network Security,,,https://www.linkedin.com/company/thinkstcanary/,https://x.com/ThinkstCanary
Thoropass™,S-1367,Exhibitor,"Thoropass provides the most thorough audit prep, continuous monitoring, and security audit experience through easy software and expert
guidance – so you can do business with confidence. Learn more at www.thoropass.com.",thoropass.com,228 Park Ave S Pmb New York NY 10003 USA,"Security Testing and Red Teaming; Governance, Risk, and Compliance (GRC)",,,,
ThreatBreaker,ESE-21,Early Stage Expo,"ThreatBreaker is an AI-native endpoint security platform for MSSPs and SMBs, focused on automated forensics, incident prevention, and data exfiltration detection. We help security teams respond faster and operate at scale with less manual effort.",https://threatbreaker.com/,8 The Green Suite A Dover DE 19901 USA,Endpoint Detection & Response; Endpoint Security; Endpoint Detection and Response (EDR),,18506309230,https://www.linkedin.com/company/threatbreaker/,https://x.com/ThreatBreaker
ThreatConnect,"N-4419, MRN-406",Exhibitor,"ThreatConnect, now part of Dataminr, provides solutions to enable cyber defenders to continuously manage threat exposure and improve cyber resilience. Our products span threat, risk, and SecOps, and come together in a single intelligence hub.",threatconnect.com,3865 Wilson Blvd Suite 550 Arlington VA 22203 USA,"Threat Intelligence Platforms; Threat Intelligence Platform; Threat Detection and Intelligence; Governance, Risk, and Compliance (GRC)",,,https://www.linkedin.com/company/threatconnect-inc/,https://x.com/ThreatConnect
Threatcop Inc.,ESE-45,Early Stage Expo,"Threatcop helps organizations transform employees from the weakest link into the strongest defense with People Security Management platform. Powered by the AAPE framework (Assess, Aware, Protect, Empower), we provide real-time threat detection, protection, and gamified training to reduce human risk.",https://threatcop.com,10080 N Wolfe Rd. Suite SW3-200 Cupertino CA 95014 USA,Human Risk and Awareness,,650-586-2879,https://www.linkedin.com/company/threatcop,https://x.com/threatcop
ThreatLocker,"MRS-112, S-0842",Gold,Stop attacks before they happen. ThreatLocker brings Zero Trust solutions to your organization with controls that put you in charge of who - and - what gets into your environment.,www.threatlocker.com,1950 Summit Park Drive 4th Floor Orlando FL 32810 USA,Endpoint Detection & Response; Endpoint Security; Endpoint Detection and Response (EDR); Device Control / USB Protection; Endpoint Protection Platform (EPP); Host-Based Firewall; Managed Detection and Response (MDR); Network Security,,,https://www.linkedin.com/company/threatlockerinc,https://x.com/ThreatLocker
ThreatModeler,S-1665,Exhibitor,"ThreatModeler is the innovation leader in intelligent and automated threat modeling, helping enterprises build secure applications, devices, and cloud infrastructure by design.",http://www.threatmodeler.com,1 Evertrust Plaza Suite 802 Jersey City NJ 07302 USA,"OT, Physical and IoT Security; Governance, Risk, and Compliance (GRC)",sales@threatmodeler.com,,https://www.linkedin.com/company/threatmodelersoftware/,https://x.com/threatmodeler/
Tidal Cyber,N-5280,Exhibitor,The Tidal Cyber Threat-Led Defense platform ensures your security stack is equipped to defend against relevant threats by mapping your tools against TTPs to reveal where they effectively defend against adversary behaviors and pinpoint coverage gaps.,www.tidalcyber.com,11904 Market St. Suite 730 Reston VA 20190 USA,Threat Intelligence Platforms; Threat Intelligence Feeds; Threat Hunting; Threat Intelligence Platform; Threat Hunting Tools; Adversary Mapping; Security Operations; Threat Detection and Intelligence,,,https://www.linkedin.com/company/tidalcyber/,
Tines,S-3224,Exhibitor,"Tines is an intelligent workflow platform that powers the world’s most important workflows. IT and security teams at companies like Canva, Databricks and McKesson use Tines AI-powered workflows to cut risk, reduce tech debt and focus where it counts.",https://www.tines.com/,1 Lincoln Street Boston MA 02111 USA,Identity and Access Management (IAM); Security Operations,,,https://www.linkedin.com/company/tines-io/,https://twitter.com/tines_hq
Token Security,S-1969,Exhibitor,"Token Security is the leader in Identity-First AI Agent Security. Token Security delivers visibility, control, and governance of every AI Agent in your environment, so you can move faster and stay secure.",token.security,169 Madison Ave Suite 11760 New York NY 10016 USA,Identity and Access Management (IAM); Security for AI,,,https://www.linkedin.com/company/token-security/,https://x.com/TheTokenSec
Tonic Security,ESE-62,Early Stage Expo,"Tonic accelerates prioritization and remediation of vulnerabilities and threats, with a Context-Driven Unified Exposure Management platform. Powered by Agentic AI and a security Data Fabric, Tonic contextualizes your attack surface, reducing risk to key business processes.",https://www.tonicsecurity.com,Yitzhak Sadeh 8 7th Floor Tel Aviv Israel,Attack Surface Management,,972-52-7831911,https://www.linkedin.com/company/tonicsecurity,
Torq,S-0527,Exhibitor,Torq is transforming cybersecurity with its agentic AI security operations solutions. Torq empowers enterprises to instantly and precisely detect and respond to security events at scale.,https://torq.io,205 Detroit Street Denver CO 80206 USA,Application Security; AI Remediation; Security Operations,,,https://www.linkedin.com/company/torqio/,https://x.com/torq_io/ 
Tracebit,NXT-04,Next Stage,"Tracebit deploys and maintains tailored security canaries, proactively detecting intrusions across your organization - from cloud infrastructure, to identity and endpoints.",https://tracebit.com/,86-90 Paul Street London EC2A 2NE UK,Threat Detection and Intelligence,,44 20 3095 2813,https://www.linkedin.com/company/tracebit/,https://x.com/tracebit_com
Trade Commission of Spain - ICEX,S-0642,International Pavilion - Spain,"ICEX, is  the Spanish body that promotes the internationalisation of Spanish companies.
As part of the internationalisation process, the Spanish Pavilion at RSAC offers Spanish cybersecurity companies a great opportunity to take their first steps in this highly competitive market.",http://www.icex.es,"1801 Century Park East, Suite 1801 Los Angeles CA 90067 USA","Data Security; Identity and Access Management (IAM); ICS / OT Security; Security Orchestration, Automation, and Response (SOAR); Security Incident Response; Anomaly Detection; Attack Surface Management; Privacy; Security Architecture and Engineering",,,,
Transcend Information Inc.,N-5173,Exhibitor,"Founded in 1989, Transcend Information Inc. is a global leader in digital storage, multimedia, and industrial products, designing, manufacturing, and marketing all in-house with a focus on quality and customer-driven innovation.",www.transcend-info.com,1645 N Brian St Orange CA 92867 USA,"Data Security; Data Encryption / Tokenization; DLP; OT, Physical and IoT Security",,,https://www.linkedin.com/company/transcend-information-inc./,https://x.com/Transcend_USA
Tranxfer,S-0642,International Pavilion - Spain,"Tranxfer is a modular suite for secure file exchange and storage, delivering full traceability, document lifecycle control, DLP and Shadow IT prevention, and regulatory compliance for highly regulated organizations.",https://www.tranxfer.com/,Avenida TIBIDABO 49 08035 Barcelona Spain,"Data Security; Data Loss Prevention (DLP); Data Classification; Data Centric Security; Data Privacy; Secure File Transfer; Governance, Risk, and Compliance (GRC)",,,https://www.linkedin.com/company/tranxfer,
Trustero,S-1565,Exhibitor,"Trustero's multi-agent AI for GRC orchestrates a team of intelligent agents to automate complex tasks with greater speed and accuracy, transforming how organizations manage their GRC programs.",trustero.com,409 Sherman Ave Suite 300 Palo Alto CA 94306 USA,"Governance, Risk, and Compliance (GRC)",,,https://www.linkedin.com/company/trustero,
Trustmi,S-2057,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>Trustmi is the first Behavioral AI to empower security and finance teams to eliminate cyber-enabled fraud by seamlessly integrating across email, financial systems, and workflows. Before money moves, it detects attacks traditional tools often miss.",https://www.trustmi.ai/,252 W 37th St. New York NY 10018 USA,Fraud Prevention / Transaction Security; Email Security,,,,
Tufin,N-4528,Bronze,"Tufin delivers risk visibility and helps enterprises simplify network complexity. As the leading Network Security Posture Management platform, Tufin serves as the unified control plane for modern hybrid networks spanning on-premises, cloud, SASE, microsegmentation, and multi-vendor environments.",www.tufin.com,2 Liberty Square 2nd Floor Boston MA 02109 USA,"Cloud Security; Security Operations; Governance, Risk, and Compliance (GRC); Network Security",,,https://www.linkedin.com/company/tufin-technologies,https://x.com/tufintech
Turbot,S-0365,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>Turbot prevents cloud misconfigurations through automated guardrails. Preventive controls block costly mistakes, eliminate alert fatigue, reduce risk, & stop teams from chasing incidents. Turbot sits alongside your CNAPP to prevent issues at scale.",https://turbot.com,500 Westover Drive #20232 Sanford NC 27330 USA,"Cloud Security; Cloud Security Posture Management (CSPM); CASB; Cloud Workload Protection Platform (CWPP); Cloud Infrastructure; Container and Kubernetes Security; SaaS Security Posture Management (SSPM); Serverless Security; Governance, Risk, and Compliance (GRC)",bob@turbot.com,888-288-7268,https://www.linkedin.com/company/turbot,https://x.com/turbothq
Tuskira,S-0261,Exhibitor,"Preemptive, AI-driven security operations that simulate real attacks, validate defenses, and continuously close exploitable paths.",https://www.tuskira.ai/,4695 Chabot Drive Suite 108 Pleasanton CA 94588 USA,,,4088170199,,
TuxCare,S-2350,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>TuxCare secures the open-source software the world builds on – taking the risk out of innovation by keeping systems continuously protected, compliant, and running without disruption.",https://tuxcare.com/,"20791 Three Oaks Pkwy #980 Estero, FL 33929 USA",Security Testing and Red Teaming; Supply Chain Security,,,https://www.linkedin.com/showcase/tuxcare,https://twitter.com/TuxCare_
TÜV Informationstechnik GmbH,N-5469,International Pavilion - Germany,"TÜV Informationstechnik (TÜVIT), based in Essen, Germany, is one of the world's leading service providers for Common Criteria (CC) evaluations of hardware and software and is authorized to perform evaluations in five different country schemes. We have successfully completed over 700 evaluation projects according to CC (from EAL1 to EAL7).",www.tuvit.de/en,Am TÜV 1 45307 Essen Germany,"OT, Physical and IoT Security; Security Testing and Red Teaming",,,https://www.linkedin.com/company/tuvit?trk=top_nav_home,
TÜV SÜD,N-5469,International Pavilion - Germany,"TÜV SÜD is a trusted partner of choice for safety, security & sustainability solutions. Over the last 150 years, we've added tangible value to our partners & customers through a comprehensive portfolio of testing, certification, auditing & advisory.",https://www.tuvsud.com/,Westendstraße 199 80686 München Germany,"OT, Physical and IoT Security; Governance, Risk, and Compliance (GRC)",,,https://www.linkedin.com/company/tuvsud/,
Ubiquiti Inc.,"N-5644, MRN-436",Diamond,"Ubiquiti delivers high-performance Wi-Fi, switching, routing, security, and IoT solutions through UniFi—an integrated platform that scales effortlessly with powerful software, thoughtfully engineered hardware, and enterprise-grade reliability, all without licensing fees.",https://www.ui.com,685 Third Avenue #27 New York NY 10017 USA,"Network / Infrastructure Security; Advanced Threat Protection; Intrusion Detection / Prevention; Network Access Control; SDN; VPN; Network Firewalls; OT, Physical and IoT Security; Security Operations; Threat Detection and Intelligence",,,https://www.linkedin.com/company/ubiquiti-,https://x.com/ubiquiti
Unbound,ESE-09,Early Stage Expo,"Unbound lets teams unleash AI coding agents - without compromising on security. We detect every coding tool and MCP server running across your org, and apply governance controls to what agents can do and the code they produce.",www.unboundsecurity.ai,605 Market St Unit 507 San Francisco CA 94105 USA,Security for AI,,,https://www.linkedin.com/company/unboundsec/,
Unosecur GmbH,N-5469,International Pavilion - Germany,"Unosecur provides a unified identity fabric for runtime visibility and control of all users, non-human identities, and their activities across multi-cloud, SaaS, identity providers, and on-prem.",www.unosecur.com,Rosenstr 2 10178 Berlin Germany,Cloud Security; Cloud Infrastructure Entitlement Management (CIEM); Governance and Compliance,,,https://www.linkedin.com/company/unosecur/,
UPAS Corporation,S-1561,International Pavilion - Taiwan,"UPAS has over 30 years of experience in delivering a one-stop internal network security platform that integrates NAC, IT asset management, mobile device management, and user identification to comprehensively protect enterprise cybersecurity.",https://www.upas-corp.com/en,9F.-8 No. 51 Sec. 2 Keelung Rd. Xinyi Dist. Taipei City 11052 Taiwan,"OT, Physical and IoT Security; Network Security",,,https://tw.linkedin.com/company/upas-%E5%84%AA%E5%80%8D%E5%8F%B8,
UpGuard,N-5885,Bronze,"UpGuard's CRPM platform is powered by agentic AI, delivering unified intelligence across your attack surface, workforce, and vendor ecosystem. It turns billions of signals into actionable insights, helping teams resolve risk and strengthen resilience.",www.upguard.com,650 Castro St 120-387 Mountain View CA 94041 USA,Identity and Access Management (IAM); Identity Governance and Administration (IGA); Threat Intelligence Platforms; Authentication; Threat Intelligence Platform; Attack Surface Management; Threat Detection and Intelligence; Supply Chain Security,,,,
Utimaco Inc,"MRN-404, N-4428",Bronze,"Utimaco is a global platform provider of trusted Cybersecurity and Compliance solutions and services. Develops on-premises and cloud-based HSMs, solutions for key management, data protection, identity management",www.utimaco.com,900 E Hamilton Ave Suite 400 Campbell CA 95008 USA,Cloud Security; Data Security; Post Quantum Cryptography; Cloud Data Security; Security for AI; Network Security,,,https://www.linkedin.com/company/utimaco/,https://x.com/Utimaco
Valence Security,S-3221,Exhibitor,"Valence protects organizations from SaaS and AI sprawl with unified discovery, SSPM, AI governance, AI agent security, ITDR, and flexible remediation options.",www.valencesecurity.com,611 Gateway Boulevard Suite 120 S. San Francisco CA 94080 USA,Cloud Security; SaaS Security Posture Management (SSPM); Security for AI,,,https://www.linkedin.com/company/valence-security/,https://x.com/valencesecurity
Vanta,"MRS-308, S-1827",Exhibitor,"Vanta is the leading Agentic Trust Platform that helps over 15,000 businesses earn and prove trust. Companies including Atlassian, Duolingo, Golden State Warriors, Icelandair, Ramp and Synthesia rely on Vanta to earn and prove trust continuously.",www.vanta.com,369 Hayes St San Francisco CA 94102 USA,"Governance, Risk, and Compliance (GRC)",,,https://www.linkedin.com/company/vanta-security/,https://x.com/TrustVanta
Varonis,"N-5457, MRN-430",Platinum Plus,"Varonis is the leader in data security. Our cloud-native Data Security Platform continuously discovers and classifies critical data, removes exposures, and detects threats.",www.varonis.com,"1250 Broadway, 28th Floor New York NY 10001 USA",Data Security; Data Loss Prevention (DLP); Data Classification; Data Centric Security; Data Privacy; Database Activity Monitoring (DAM),,,https://www.linkedin.com/company/varonis,https://twitter.com/varonis
Veeam Software,"MRS-116, S-0427",Gold,"Veeam is the Data and AI Trust Company, ensuring data and AI are understood, secure, and resilient to enable safe AI at scale. As a leader in data resilience and security, Veeam protects 550,000+ customers worldwide, including 82% of the Fortune 500.",www.veeam.com,Linderstrasse 16 6340 Baar Switzerland,Data Security; Data Encryption / Tokenization; Data Classification; Data Privacy; DLP; Threat Detection and Intelligence,,,https://www.linkedin.com/company/veeam-software/,https://x.com/veeam
